NODE,SUBNET,WAS_M,DIVERT_AT,DIVERT_DOWN_M,TO_NODE,TO_SUBNET,EXTRA_M,DEF_M,RESCUED
N005070,S005,32.31,N002822,6687.2,N002836,S092,81.5,32.87,0
N001271,S003,32.3,N003270,4020.5,N003298,S160,116.2,32.46,0
N001294,S003,32.28,N003270,4883.1,N003298,S160,116.2,32.44,0
N005076,S005,32.28,N002822,6536.4,N002836,S092,81.5,32.84,0
N000348,S007,32.26,N001225,3002.5,N001502,S043,489.5,29.97,0
N000565,S004,32.24,N001038,5293.5,N000999,S156,85.0,32.75,0
N004955,S005,32.24,N002822,7404.1,N002836,S092,81.5,32.79,0
N004928,S005,32.23,N002822,6784.2,N002836,S092,81.5,32.79,0
N000586,S016,32.18,N001062,1957.5,N001118,S007,214.1,30.58,0
N004828,S005,32.18,N002822,6110.9,N002836,S092,81.5,32.74,0
N005055,S005,32.18,N002822,6504.8,N002836,S092,81.5,32.73,0
N004998,S005,32.17,N002822,6769.0,N002836,S092,81.5,32.73,0
N004971,S005,32.14,N002822,6852.2,N002836,S092,81.5,32.7,0
N005164,S005,32.14,N002822,7589.1,N002836,S092,81.5,32.7,0
N004952,S005,32.1,N002822,6912.6,N002836,S092,81.5,32.66,0
N004838,S005,32.09,N002822,6512.9,N002836,S092,81.5,32.65,0
X000139,S005,32.09,N002822,6921.4,N002836,S092,81.5,32.65,0
N000572,S016,32.04,N001062,1970.7,N001118,S007,214.1,30.44,0
N006957,S014,32.03,N007524,4264.3,N007564,S006,102.0,33.54,0
N005057,S005,32.02,N002822,6555.2,N002836,S092,81.5,32.58,0
N001236,S003,32.01,N003270,4903.5,N003298,S160,116.2,32.18,0
N001348,S003,32.0,N003270,4761.6,N003298,S160,116.2,32.16,0
N000380,S007,31.93,N001225,2581.3,N001502,S043,489.5,29.64,0
N001266,S003,31.92,N003270,4833.9,N003298,S160,116.2,32.08,0
N007203,S006,31.92,N007488,4782.4,N007474,S170,75.7,31.2,0
N000595,S004,31.9,N001038,5125.1,N000999,S156,85.0,32.42,0
N004997,S005,31.9,N002822,6634.6,N002836,S092,81.5,32.45,0
N001268,S003,31.88,N003270,3950.1,N003298,S160,116.2,32.04,0
N005028,S005,31.88,N002822,7258.8,N002836,S092,81.5,32.44,0
N001366,S003,31.83,N003270,3941.2,N003298,S160,116.2,31.99,0
X000007,S005,31.83,N002822,6719.0,N002836,S092,81.5,32.38,0
N000434,S007,31.81,N001225,3247.0,N001502,S043,489.5,29.52,0
N001617,S003,31.77,N003270,4587.9,N003298,S160,116.2,31.93,0
N004841,S005,31.75,N002822,6637.9,N002836,S092,81.5,32.31,0
X000013,S005,31.75,N002822,6746.3,N002836,S092,81.5,32.31,0
N000366,S007,31.74,N001225,2916.0,N001502,S043,489.5,29.45,0
N000533,S007,31.72,N001225,3011.8,N001502,S043,489.5,29.43,0
N004839,S005,31.72,N002822,6146.3,N002836,S092,81.5,32.27,0
X000024,S005,31.71,N002822,6804.5,N002836,S092,81.5,32.27,0
N000458,S007,31.65,N001225,3163.0,N001502,S043,489.5,29.36,0
N005003,S005,31.65,N002822,7049.8,N002836,S092,81.5,32.21,0
N001269,S004,31.63,N001038,4724.1,N000999,S156,85.0,32.15,0
N004924,S005,31.62,N002822,6439.2,N002836,S092,81.5,32.18,0
N004960,S005,31.62,N002822,6943.3,N002836,S092,81.5,32.18,0
N005475,S005,31.62,N002822,7127.3,N002836,S092,81.5,32.17,0
X000136,S005,31.57,N002822,7065.5,N002836,S092,81.5,32.13,0
N000483,S007,31.53,N001225,2951.3,N001502,S043,489.5,29.24,0
N000365,S007,31.5,N001225,2823.3,N001502,S043,489.5,29.21,0
N005010,S005,31.47,N002822,6653.0,N002836,S092,81.5,32.03,0
N000606,S016,31.46,N001062,1874.8,N001118,S007,214.1,29.87,0
N004899,S005,31.46,N002822,6414.7,N002836,S092,81.5,32.02,0
N004768,S005,31.45,N002822,6775.6,N002836,S092,81.5,32.01,0
N001350,S003,31.44,N003270,4703.5,N003298,S160,116.2,31.6,0
N000491,S004,31.43,N001038,5598.4,N000999,S156,85.0,31.95,0
N000620,S004,31.42,N001038,5070.3,N000999,S156,85.0,31.93,0
N005107,S005,31.4,N002822,6663.0,N002836,S092,81.5,31.96,0
N000601,S004,31.39,N001038,5167.7,N000999,S156,85.0,31.9,0
N007235,S006,31.39,N007488,4749.6,N007474,S170,75.7,30.67,0
X000052,S003,31.38,N003270,5097.6,N003298,S160,116.2,31.54,0
N000505,S004,31.37,N001038,5690.9,N000999,S156,85.0,31.88,0
N004984,S005,31.36,N002822,6934.2,N002836,S092,81.5,31.92,0
X000053,S003,31.34,N003270,5639.1,N003298,S160,116.2,31.5,0
N001355,S003,31.33,N003270,4781.4,N003298,S160,116.2,31.49,0
N001283,S003,31.29,N003270,4852.4,N003298,S160,116.2,31.45,0
N005027,S005,31.29,N002822,6832.6,N002836,S092,81.5,31.85,0
N000390,S007,31.24,N001225,2495.0,N001502,S043,489.5,28.94,0
N001644,S003,31.21,N003270,4510.3,N003298,S160,116.2,31.37,0
N005074,S005,31.21,N002822,7173.3,N002836,S092,81.5,31.77,0
N001435,S003,31.19,N003270,4597.6,N003298,S160,116.2,31.35,0
N001353,S003,31.16,N003270,4734.0,N003298,S160,116.2,31.32,0
N006953,S014,31.16,N007524,4348.5,N007564,S006,102.0,32.66,0
N001287,S004,31.15,N001038,4683.2,N000999,S156,85.0,31.66,0
N004850,S005,31.14,N002822,6305.5,N002836,S092,81.5,31.7,0
N003480,S005,31.09,N003403,650.4,N003085,S011,1023.3,19.27,0
N001569,S003,31.08,N003270,4505.2,N003298,S160,116.2,31.24,0
N007009,S014,31.05,N007524,3963.2,N007564,S006,102.0,32.56,0
N000604,S016,31.04,N001062,1886.8,N001118,S007,214.1,29.45,0
N001257,S004,31.04,N001038,4735.9,N000999,S156,85.0,31.55,0
N004758,S005,31.04,N002822,5969.3,N002836,S092,81.5,31.6,0
N005041,S005,31.02,N002822,7110.2,N002836,S092,81.5,31.58,0
N000539,S004,31.0,N001038,5820.0,N000999,S156,85.0,31.51,0
N000473,S007,30.99,N001225,3099.2,N001502,S043,489.5,28.7,0
N001489,S003,30.98,N003270,4520.8,N003298,S160,116.2,31.14,0
N004161,S005,30.95,N002822,4955.0,N002836,S092,81.5,31.5,0
N004902,S005,30.93,N002822,6845.3,N002836,S092,81.5,31.49,0
N000486,S004,30.82,N001038,5669.7,N000999,S156,85.0,31.34,0
N000634,S016,30.82,N001062,1759.1,N001118,S007,214.1,29.22,0
N007234,S006,30.82,N007488,4651.6,N007474,S170,75.7,30.1,0
N000717,S004,30.81,N001038,4701.2,N000999,S156,85.0,31.33,0
N001433,S003,30.79,N003270,4539.5,N003298,S160,116.2,30.95,0
N000476,S004,30.77,N001038,5641.9,N000999,S156,85.0,31.29,0
N001322,S003,30.69,N003270,3773.4,N003298,S160,116.2,30.85,0
N000426,S007,30.64,N001225,2716.1,N001502,S043,489.5,28.35,0
N001661,S003,30.63,N003270,4001.9,N003298,S160,116.2,30.79,0
N001407,S003,30.62,N003270,3802.9,N003298,S160,116.2,30.78,0
N006947,S014,30.59,N007524,4428.3,N007564,S006,102.0,32.1,0
N007257,S006,30.58,N007488,4622.1,N007474,S170,75.7,29.86,0
N007239,S018,30.54,N007641,3378.3,N007605,S143,183.7,30.96,0
N000588,S016,30.51,N001062,1799.5,N001118,S007,214.1,28.91,0
N000665,S016,30.49,N001062,1756.8,N001118,S007,214.1,28.9,0
N001440,S003,30.47,N003270,3718.3,N003298,S160,116.2,30.63,0
N000432,S007,30.42,N001225,2588.7,N001502,S043,489.5,28.13,0
N001377,S003,30.42,N003270,3768.1,N003298,S160,116.2,30.58,0
N001498,S003,30.42,N003270,4454.8,N003298,S160,116.2,30.58,0
N005048,S005,30.41,N002822,7095.6,N002836,S092,81.5,30.97,0
N000532,S007,30.4,N001225,2920.8,N001502,S043,489.5,28.11,0
N000652,S004,30.39,N001038,4933.5,N000999,S156,85.0,30.9,0
N001602,S003,30.38,N003270,4422.3,N003298,S160,116.2,30.54,0
N007023,S014,30.38,N007524,3885.5,N007564,S006,102.0,31.89,0
N000425,S007,30.37,N001225,2626.8,N001502,S043,489.5,28.08,0
N000559,S004,30.37,N001038,5311.3,N000999,S156,85.0,30.88,0
N000696,S004,30.34,N001038,4792.6,N000999,S156,85.0,30.86,0
N000415,S007,30.33,N001225,2497.5,N001502,S043,489.5,28.04,0
N005110,S005,30.31,N002822,6961.3,N002836,S092,81.5,30.86,0
N000472,S007,30.27,N001225,3012.8,N001502,S043,489.5,27.98,0
N000636,S016,30.25,N001062,1786.7,N001118,S007,214.1,28.65,0
N005032,S005,30.25,N002822,7022.7,N002836,S092,81.5,30.81,0
N000413,S007,30.24,N001225,2602.0,N001502,S043,489.5,27.95,0
N001328,S004,30.23,N001038,4593.6,N000999,S156,85.0,30.75,0
N004792,S005,30.22,N002822,6517.5,N002836,S092,81.5,30.78,0
N000409,S007,30.21,N001225,2408.5,N001502,S043,489.5,27.92,0
N004834,S005,30.21,N002822,6249.6,N002836,S092,81.5,30.76,0
N004831,S005,30.2,N002822,6187.7,N002836,S092,81.5,30.76,0
N004914,S005,30.16,N002822,6402.8,N002836,S092,81.5,30.71,0
X000009,S005,30.12,N002822,6497.8,N002836,S092,81.5,30.68,0
N001415,S003,30.09,N003270,3692.6,N003298,S160,116.2,30.25,0
N000414,S007,30.05,N001225,2404.1,N001502,S043,489.5,27.75,0
N007008,S014,30.0,N007524,3988.7,N007564,S006,102.0,31.51,0
N000650,S016,29.99,N001062,1686.7,N001118,S007,214.1,28.39,0
N000610,S016,29.97,N001062,1715.1,N001118,S007,214.1,28.38,0
N004906,S005,29.88,N002822,6269.7,N002836,S092,81.5,30.44,0
N004882,S005,29.87,N002822,6715.0,N002836,S092,81.5,30.43,0
N004813,S005,29.8,N002822,6685.5,N002836,S092,81.5,30.36,0
N000515,S007,29.79,N001225,2859.3,N001502,S043,489.5,27.5,0
N001713,S003,29.78,N003270,4274.3,N003298,S160,116.2,29.94,0
N004800,S005,29.77,N002822,6718.4,N002836,S092,81.5,30.33,0
N001659,S003,29.76,N003270,3927.0,N003298,S160,116.2,29.92,0
N004855,S005,29.75,N002822,6762.1,N002836,S092,81.5,30.3,0
N004885,S005,29.72,N002822,6238.9,N002836,S092,81.5,30.28,0
N000408,S007,29.71,N001225,2323.9,N001502,S043,489.5,27.41,0
N000743,S004,29.69,N001038,4618.3,N000999,S156,85.0,30.2,0
N003706,S005,29.67,N003403,847.6,N003085,S011,1023.3,17.85,0
N008492,S006,29.66,N008477,1442.0,N008553,S013,348.5,26.59,0
N000379,S007,29.65,N001225,2337.9,N001502,S043,489.5,27.35,0
N000645,S016,29.63,N001062,1756.0,N001118,S007,214.1,28.04,0
N001515,S003,29.6,N003270,3696.0,N003298,S160,116.2,29.77,0
N000497,S007,29.59,N001225,3097.0,N001502,S043,489.5,27.3,0
N004866,S005,29.58,N002822,6200.2,N002836,S092,81.5,30.14,0
N001552,S003,29.53,N003270,4339.2,N003298,S160,116.2,29.69,0
N007287,S006,29.49,N007488,4589.1,N007474,S170,75.7,28.77,0
N000439,S007,29.46,N001225,2223.5,N001502,S043,489.5,27.17,0
N000716,S021,29.46,N001886,3289.3,N001826,S040,222.7,29.52,0
N001708,S003,29.45,N003270,4133.4,N003298,S160,116.2,29.61,0
N000630,S016,29.42,N001062,1616.5,N001118,S007,214.1,27.82,0
N001521,S003,29.42,N003270,3602.8,N003298,S160,116.2,29.58,0
N001452,S003,29.4,N003270,3627.2,N003298,S160,116.2,29.56,0
N003517,S005,29.36,N003403,457.6,N003085,S011,1023.3,17.54,0
N000498,S007,29.32,N001225,3002.9,N001502,S043,489.5,27.02,0
N000660,S016,29.27,N001062,1706.9,N001118,S007,214.1,27.68,0
N007270,S006,29.27,N007488,4445.5,N007474,S170,75.7,28.55,0
N001513,S003,29.26,N003270,4390.7,N003298,S160,116.2,29.43,0
N004832,S005,29.22,N002822,6217.4,N002836,S092,81.5,29.77,0
N000433,S007,29.2,N001225,2682.7,N001502,S043,489.5,26.91,0
N000470,S007,29.2,N001225,2918.7,N001502,S043,489.5,26.91,0
N000675,S016,29.18,N001062,1618.4,N001118,S007,214.1,27.59,0
N001774,S003,29.18,N003270,4198.7,N003298,S160,116.2,29.34,0
N000455,S007,29.14,N001225,2342.7,N001502,S043,489.5,26.85,0
N003484,S005,29.13,N003403,319.5,N003085,S011,1023.3,17.32,0
N000389,S007,29.11,N001225,2250.9,N001502,S043,489.5,26.82,0
N005058,S005,29.01,N002822,7075.5,N002836,S092,81.5,29.57,0
N008528,S006,29.01,N008477,1283.3,N008553,S013,348.5,25.93,0
N000513,S007,28.99,N001225,2766.4,N001502,S043,489.5,26.7,0
N001530,S003,28.99,N003270,3499.5,N003298,S160,116.2,29.15,0
N001586,S003,28.99,N003270,4264.1,N003298,S160,116.2,29.15,0
N007041,S014,28.97,N007524,3771.8,N007564,S006,102.0,30.48,0
N000438,S007,28.93,N001225,2174.7,N001502,S043,489.5,26.64,0
N005151,S005,28.93,N002822,6126.3,N002836,S092,81.5,29.49,0
N000460,S007,28.92,N001225,2768.1,N001502,S043,489.5,26.62,0
N000440,S007,28.91,N001225,2310.0,N001502,S043,489.5,26.62,0
N000459,S007,28.9,N001225,2855.7,N001502,S043,489.5,26.61,0
N000407,S007,28.86,N001225,2243.3,N001502,S043,489.5,26.57,0
X000011,S005,28.85,N002822,5998.3,N002836,S092,81.5,29.41,0
N000453,S007,28.83,N001225,2519.6,N001502,S043,489.5,26.54,0
N005309,S005,28.83,N002822,6703.5,N002836,S092,81.5,29.39,0
N000786,S021,28.81,N001886,3301.1,N001826,S040,222.7,28.86,0
N007268,S006,28.78,N007488,4379.8,N007474,S170,75.7,28.06,0
N007038,S014,28.74,N007524,3801.0,N007564,S006,102.0,30.25,0
N008510,S006,28.74,N008477,1364.9,N008553,S013,348.5,25.66,0
N001579,S003,28.73,N003270,3800.0,N003298,S160,116.2,28.89,0
N004805,S005,28.69,N002822,6326.9,N002836,S092,81.5,29.25,0
N001462,S003,28.68,N003270,3518.6,N003298,S160,116.2,28.84,0
N001933,S003,28.66,N003270,4053.1,N003298,S160,116.2,28.82,0
N004923,S005,28.65,N002822,6438.5,N002836,S092,81.5,29.2,0
N000396,S007,28.64,N001225,2191.7,N001502,S043,489.5,26.35,0
N000484,S007,28.58,N001225,2612.6,N001502,S043,489.5,26.29,0
N001783,S003,28.58,N003270,4113.3,N003298,S160,116.2,28.74,0
N000451,S007,28.56,N001225,3069.8,N001502,S043,489.5,26.27,0
N007005,S014,28.55,N007524,4046.6,N007564,S006,102.0,30.06,0
N000594,S004,28.51,N001038,4368.3,N000999,S156,85.0,29.03,0
N000649,S016,28.51,N001062,1532.7,N001118,S007,214.1,26.92,0
N000663,S016,28.51,N001062,1598.9,N001118,S007,214.1,26.92,0
N006986,S014,28.5,N007524,4219.5,N007564,S006,102.0,30.01,0
N006997,S014,28.49,N007524,4127.8,N007564,S006,102.0,30.0,0
N008513,S006,28.46,N008477,1183.6,N008553,S013,348.5,25.38,0
N001769,S003,28.43,N003270,4035.8,N003298,S160,116.2,28.59,0
N001547,S003,28.42,N003270,3506.2,N003298,S160,116.2,28.58,0
N000481,S007,28.41,N001225,2251.4,N001502,S043,489.5,26.12,0
N000406,S007,28.38,N001225,2164.0,N001502,S043,489.5,26.09,0
N005112,S005,28.38,N002822,6633.6,N002836,S092,81.5,28.94,0
N004926,S005,28.36,N002822,6660.5,N002836,S092,81.5,28.92,0
N000480,S007,28.34,N001225,2159.6,N001502,S043,489.5,26.05,0
N000405,S007,28.32,N001225,2177.0,N001502,S043,489.5,26.03,0
X000047,S007,28.3,N001225,2865.3,N001502,S043,489.5,26.01,0
N001539,S003,28.28,N003270,3413.4,N003298,S160,116.2,28.44,0
N000590,S007,28.26,N001225,3062.0,N001502,S043,489.5,25.97,0
N007002,S014,28.24,N007524,4067.7,N007564,S006,102.0,29.75,0
N000609,S004,28.21,N001038,4274.0,N000999,S156,85.0,28.72,0
N005089,S005,28.13,N002822,5930.4,N002836,S092,81.5,28.69,0
N004944,S005,28.11,N002822,6695.2,N002836,S092,81.5,28.67,0
N008460,S006,28.11,N008477,1090.3,N008553,S013,348.5,25.03,0
N006996,S014,28.08,N007524,4146.1,N007564,S006,102.0,29.59,0
N004876,S005,28.06,N002822,6325.1,N002836,S092,81.5,28.62,0
N008474,S006,28.05,N008477,1037.5,N008553,S013,348.5,24.97,0
N008501,S006,28.04,N008477,1099.4,N008553,S013,348.5,24.96,0
N001213,S004,28.01,N001038,4589.4,N000999,S156,85.0,28.53,0
N005335,S005,27.99,N002822,6766.4,N002836,S092,81.5,28.55,0
N001875,S003,27.98,N003270,3892.8,N003298,S160,116.2,28.15,0
N007374,S006,27.97,N007488,4479.7,N007474,S170,75.7,27.25,0
N001549,S003,27.94,N003270,3413.0,N003298,S160,116.2,28.1,0
N000690,S016,27.93,N001062,1539.3,N001118,S007,214.1,26.34,0
N007386,S006,27.92,N007488,4529.9,N007474,S170,75.7,27.2,0
N001874,S003,27.9,N003270,3771.9,N003298,S160,116.2,28.06,0
N004494,S005,27.9,N002822,5018.8,N002836,S092,81.5,28.46,0
N008486,S006,27.9,N008477,1005.0,N008553,S013,348.5,24.83,0
N000719,S016,27.89,N001062,1438.8,N001118,S007,214.1,26.29,0
N000670,S016,27.86,N001062,1469.6,N001118,S007,214.1,26.26,0
N007377,S006,27.86,N007488,4477.6,N007474,S170,75.7,27.14,0
N001865,S003,27.85,N003270,3752.6,N003298,S160,116.2,28.01,0
N001932,S003,27.85,N003270,3965.6,N003298,S160,116.2,28.01,0
N004884,S005,27.85,N002822,6288.5,N002836,S092,81.5,28.41,0
N001822,S003,27.82,N003270,3956.2,N003298,S160,116.2,27.98,0
N000516,S007,27.79,N001225,2704.8,N001502,S043,489.5,25.5,0
N000683,S016,27.79,N001505,2524.7,N001604,S040,282.5,26.42,0
N003903,S005,27.79,N002822,4806.3,N002836,S092,81.5,28.34,0
N001802,S003,27.78,N003270,3648.3,N003298,S160,116.2,27.94,0
N000784,S021,27.77,N001886,3179.3,N001826,S040,222.7,27.83,0
N007356,S006,27.76,N007488,4382.4,N007474,S170,75.7,27.04,0
N001687,S003,27.73,N003270,3461.2,N003298,S160,116.2,27.89,0
N001754,S003,27.73,N003270,3564.2,N003298,S160,116.2,27.89,0
N004897,S005,27.7,N002822,6596.3,N002836,S092,81.5,28.25,0
N007308,S006,27.68,N007488,4095.1,N007474,S170,75.7,26.96,0
N000436,S007,27.64,N001225,2089.2,N001502,S043,489.5,25.35,0
N000767,S021,27.56,N001886,3099.0,N001826,S040,222.7,27.62,0
N000479,S007,27.53,N001225,2075.9,N001502,S043,489.5,25.24,0
N007345,S006,27.48,N007488,4295.1,N007474,S170,75.7,26.76,0
N007550,S006,27.46,N007488,5045.3,N007474,S170,75.7,26.74,0
N004898,S005,27.45,N002822,6270.8,N002836,S092,81.5,28.01,0
N007334,S006,27.41,N007488,4212.3,N007474,S170,75.7,26.69,0
N000482,S007,27.4,N001225,2701.9,N001502,S043,489.5,25.11,0
N000737,S016,27.4,N001505,2352.5,N001604,S040,282.5,26.04,0
N000510,S007,27.39,N001225,2058.4,N001502,S043,489.5,25.1,0
N001791,S003,27.37,N003270,3936.5,N003298,S160,116.2,27.53,0
N000679,S016,27.36,N001062,1395.5,N001118,S007,214.1,25.76,0
N000760,S004,27.36,N001038,4512.7,N000999,S156,85.0,27.87,0
N004464,S005,27.35,N002822,4970.0,N002836,S092,81.5,27.91,0
N000709,S016,27.32,N001505,2437.6,N001604,S040,282.5,25.95,0
N001576,S003,27.31,N003270,3347.0,N003298,S160,116.2,27.47,0
N008443,S006,27.29,N008477,865.4,N008553,S013,348.5,24.22,0
N000605,S004,27.25,N001038,5125.9,N000999,S156,85.0,27.77,0
N007124,S014,27.24,N007524,3412.3,N007564,S006,102.0,28.75,0
N000435,S007,27.21,N001225,2058.4,N001502,S043,489.5,24.92,0
N007966,S006,27.21,N007488,6094.1,N007474,S170,75.7,26.49,0
N000700,S016,27.2,N001062,1384.4,N001118,S007,214.1,25.6,0
N001592,S003,27.19,N003270,3323.9,N003298,S160,116.2,27.35,0
N001634,S003,27.19,N003270,3371.0,N003298,S160,116.2,27.35,0
N004929,S005,27.19,N002822,6465.3,N002836,S092,81.5,27.75,0
N007973,S006,27.11,N007488,6027.9,N007474,S170,75.7,26.39,0
N001858,S003,27.09,N003270,3772.0,N003298,S160,116.2,27.25,0
N000528,S007,27.08,N000922,1791.4,N000925,S004,274.9,15.4,0
N001799,S003,27.08,N003270,3602.1,N003298,S160,116.2,27.24,0
N007051,S014,27.07,N007524,3456.7,N007564,S006,102.0,28.58,0
N007318,S006,27.07,N007488,4029.3,N007474,S170,75.7,26.35,0
N001833,S003,27.05,N003270,3694.8,N003298,S160,116.2,27.21,0
N000745,S016,27.04,N001505,2404.1,N001604,S040,282.5,25.68,0
N000454,S007,27.01,N001225,2426.9,N001502,S043,489.5,24.72,0
N000511,S007,27.0,N001225,2130.4,N001502,S043,489.5,24.71,0
N000589,S007,27.0,N001225,3154.7,N001502,S043,489.5,24.71,0
N008504,S006,26.94,N008477,918.4,N008553,S013,348.5,23.87,0
N000544,S007,26.93,N001225,2278.7,N001502,S043,489.5,24.64,0
N000522,S007,26.89,N001225,1908.5,N001502,S043,489.5,24.6,0
N001879,S003,26.89,N003270,3860.9,N003298,S160,116.2,27.05,0
N007040,S014,26.85,N007524,3685.6,N007564,S006,102.0,28.36,0
N000730,S016,26.83,N001062,1115.0,N001118,S007,214.1,25.23,0
N000521,S007,26.8,N001225,1877.3,N001502,S043,489.5,24.51,0
N004963,S005,26.79,N002822,6543.7,N002836,S092,81.5,27.35,0
N000474,S007,26.73,N001225,1903.0,N001502,S043,489.5,24.44,0
N000704,S016,26.73,N001062,1310.8,N001118,S007,214.1,25.14,0
N000478,S007,26.67,N001225,1992.7,N001502,S043,489.5,24.38,0
N008611,S006,26.67,N008477,1277.1,N008553,S013,348.5,23.59,0
N000477,S007,26.64,N001225,1890.6,N001502,S043,489.5,24.35,0
N000571,S007,26.63,N001225,1991.0,N001502,S043,489.5,24.33,0
N007985,S006,26.63,N007488,5944.0,N007474,S170,75.7,25.91,0
N001642,S003,26.59,N003270,3288.8,N003298,S160,116.2,26.75,0
N001645,S003,26.58,N003270,3270.0,N003298,S160,116.2,26.74,0
N004124,S005,26.57,N002822,4659.7,N002836,S092,81.5,27.13,0
N008573,S006,26.57,N008477,1101.3,N008553,S013,348.5,23.49,0
N000514,S007,26.54,N001225,2680.9,N001502,S043,489.5,24.24,0
N000705,S016,26.5,N001062,1069.1,N001118,S007,214.1,24.91,0
N004302,S005,26.48,N002822,4739.0,N002836,S092,81.5,27.04,0
N001749,S003,26.46,N003270,3518.5,N003298,S160,116.2,26.62,0
N001873,S003,26.46,N003270,3880.1,N003298,S160,116.2,26.62,0
N007049,S014,26.45,N007524,3534.5,N007564,S006,102.0,27.96,0
N003961,S005,26.43,N002822,4333.3,N002836,S092,81.5,26.99,0
N001670,S003,26.42,N003270,3354.5,N003298,S160,116.2,26.59,0
N001647,S003,26.41,N003270,3224.8,N003298,S160,116.2,26.57,0
N008598,S006,26.39,N008477,1184.8,N008553,S013,348.5,23.31,0
N000587,S007,26.38,N001225,1967.5,N001502,S043,489.5,24.09,0
N004374,S005,26.38,N002822,4807.6,N002836,S092,81.5,26.94,0
N008654,S006,26.37,N008477,1445.0,N008553,S013,348.5,23.29,0
N000507,S007,26.36,N001225,1823.2,N001502,S043,489.5,24.07,0
N004815,S005,26.34,N002822,5659.9,N002836,S092,81.5,26.89,0
N000722,S016,26.33,N001062,1221.6,N001118,S007,214.1,24.73,0
N004937,S005,26.31,N002822,6490.4,N002836,S092,81.5,26.86,0
N000549,S007,26.27,N001225,1796.8,N001502,S043,489.5,23.98,0
N004425,S005,26.27,N002822,4870.2,N002836,S092,81.5,26.83,0
N007035,S014,26.23,N007524,3602.9,N007564,S006,102.0,27.74,0
N000531,S007,26.2,N000922,1523.7,N000925,S004,274.9,14.53,0
N000648,S004,26.19,N001038,4958.1,N000999,S156,85.0,26.7,0
N007121,S014,26.19,N007524,3165.7,N007564,S006,102.0,27.7,0
N008476,S006,26.19,N008477,747.4,N008553,S013,348.5,23.11,0
N000723,S016,26.18,N001062,1249.0,N001118,S007,214.1,24.59,0
N001894,S003,26.18,N003270,3791.1,N003298,S160,116.2,26.35,0
N003403,S005,26.17,N003403,0.0,N003085,S011,1023.3,14.36,0
N008554,S006,26.15,N008477,1013.9,N008553,S013,348.5,23.07,0
N000555,S007,26.1,N001225,1938.0,N001502,S043,489.5,23.8,0
N003994,S005,26.1,N002822,4395.6,N002836,S092,81.5,26.65,0
N004752,S005,26.1,N002822,5196.1,N002836,S092,81.5,26.66,0
N008588,S006,26.08,N008477,1194.7,N008553,S013,348.5,23.0,0
N004749,S005,26.07,N002822,5353.8,N002836,S092,81.5,26.63,0
N008523,S006,26.05,N008477,835.7,N008553,S013,348.5,22.97,0
N008579,S006,26.04,N008477,1101.9,N008553,S013,348.5,22.96,0
N000508,S007,26.03,N001225,1797.7,N001502,S043,489.5,23.74,0
N001723,S003,26.03,N003270,3256.9,N003298,S160,116.2,26.19,0
N007589,S006,25.98,N007488,4855.2,N007474,S170,75.7,25.26,0
N000755,S016,25.97,N001062,1022.3,N001118,S007,214.1,24.38,0
N007352,S006,25.97,N007488,4080.3,N007474,S170,75.7,25.25,0
N000512,S007,25.96,N001225,2185.1,N001502,S043,489.5,23.67,0
N001682,S003,25.95,N003270,3199.5,N003298,S160,116.2,26.11,0
N000543,S007,25.91,N001225,2367.8,N001502,S043,489.5,23.62,0
N000674,S004,25.89,N001038,4869.0,N000999,S156,85.0,26.4,0
N000747,S016,25.88,N001062,1354.0,N001118,S007,214.1,24.29,0
N008637,S006,25.87,N008477,1351.3,N008553,S013,348.5,22.79,0
N004094,S005,25.86,N002822,4576.3,N002836,S092,81.5,26.42,0
N004088,S005,25.84,N002822,4564.8,N002836,S092,81.5,26.4,0
N001703,S003,25.81,N003270,3434.5,N003298,S160,116.2,25.98,0
N007162,S014,25.81,N007524,3189.2,N007564,S006,102.0,27.32,0
N004404,S005,25.79,N002822,4775.3,N002836,S092,81.5,26.35,0
N004830,S005,25.79,N002822,5635.4,N002836,S092,81.5,26.35,0
N000785,S016,25.76,N001505,2307.3,N001604,S040,282.5,24.4,0
N007189,S014,25.76,N007524,3338.9,N007564,S006,102.0,27.27,0
N007500,S006,25.76,N007488,4540.6,N007474,S170,75.7,25.04,0
N004905,S005,25.72,N002822,6309.4,N002836,S092,81.5,26.28,0
N000530,S007,25.69,N000922,1610.8,N000925,S004,274.9,14.01,0
N000826,S021,25.69,N001886,2899.2,N001826,S040,222.7,25.75,0
N004732,S005,25.69,N002822,5229.2,N002836,S092,81.5,26.25,0
N001679,S003,25.67,N003270,3162.7,N003298,S160,116.2,25.83,0
N007329,S006,25.67,N007488,3896.3,N007474,S170,75.7,24.95,0
N008542,S006,25.67,N008477,921.8,N008553,S013,348.5,22.6,0
N000631,S004,25.65,N001038,5041.2,N000999,S156,85.0,26.17,0
N004786,S005,25.64,N002822,5419.6,N002836,S092,81.5,26.2,0
N008559,S006,25.6,N008477,1005.9,N008553,S013,348.5,22.52,0
